domicilio,servicios-con-los-que-cuenta,capacidad-de-familias,capacidad-de-personas,nombre-del-municipio,region,entidad,nombre-del-enlace-regional,uso-del-inmueble,nombre-de-la-localidad,coordenada-y,nombre-del-inmueble,coordenada-x
CALLE BENITO JUAREZ 113 COLONIA CENTRO,"AGUA, LUZ, SANITARIOS",25.0,100.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,IGLESIA,CONGREGACION DE MUNDO NUEVO,18.0891605985,IGLESIA PENTECOSTES DE DIOS EN MEXICO EVANGELIO COMPLETO,-94.3850043381
CALLE MURILLO VIDAL SIN NUMERO COLONIA CENTRO,"AGUA, LUZ, SANITARIOS",25.0,100.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,IGLESIA,CONGREGACION DE MUNDO NUEVO,18.0902029713,CAPILLA NUESTRA SEÑORA DEL CARMEN,-94.3854296798
CALLE INSURGENTES SIN NUMERO COLONIA CENTRO,"AGUA, LUZ, SANITARIOS",4.0,10.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,SALON,GUILLERMO PRIETO,18.1619233038,CASA EJIDAL,-94.2751791414
CALLE BENITO JUAREZ SIN NUMERO,"AGUA, LUZ, SANITARIOS",6.0,25.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,HOSPITAL,EJIDO COLORADO,18.1580609735,CLINICA DIF,-94.3216602356
CALLE BENITO JUAREZ MANZANA 38 LOTE 2,"AGUA, LUZ, SANITARIOS",8.0,30.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,ESCUELA,EJIDO COLORADO,18.1580609735,ESCUELA PRIMARIA BENITO JUAREZ,-94.3216602356
CALLE PRESA CHICOASEN COLONIA ELECTRICISTAS,"AGUA, LUZ, SANITARIOS",13.0,50.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,HOTEL,COLONIA ELECTRICISTAS,18.1074837107,AUTO HOTEL CALZADAS,-94.4527154452
CALLE RIO CEMPOALA ENTRE VERACRUZ Y MIGUEL DE LA MADRID COLONIA NUEVA CALZADAS,"AGUA, LUZ, SANITARIOS",25.0,100.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,ESCUELA,COLONIA NUEVA CALZADAS,18.1184772192,KINDER TOKONEME,-94.4591879228
CALLE FRANCISCO I. MADERO SIN NUMERO COLONIA CONGREGACION LAS BARRILLAS,"AGUA, LUZ, SANITARIOS",38.0,150.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,ESCUELA,LAS BARRILLAS,18.1845350737,ESCUELA PRIMARIA BENITO FONTANEZ,-94.5945476613
CALLE INDEPENDENCIA SIN NUMERO COLONIA CENTRO,"AGUA, LUZ, SANITARIOS",25.0,100.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,ESCUELA,GUILLERMO PRIETO,18.1608170577,ESCUELA PRIMARIA ENRIQUE  REBSAMEN,-94.2765986254
CALLE INDEPENDENCIA SIN NUMERO COLONIA CENTRO,"AGUA, LUZ, SANITARIOS",60.0,250.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,ESCUELA,GUILLERMO PRIETO,18.1606297246,TELESECUNDARIA OCTAVIO PAZ,-94.2752520955
CALLE BENITO JUAREZ SIN NUMERO,"AGUA, LUZ, SANITARIOS",8.0,30.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,ESCUELA,EJIDO COLORADO,18.1588484897,ESCUELA PRIMARIA ENRIQUE  REBSAMEN,-94.3232198785
CONOCIDO,"AGUA, LUZ, SANITARIOS",3.0,10.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,ESCUELA,FRANCISCO VILLA,18.1242759223,ESCUELA PRIMARIA BENITO JUAREZ,-94.2838388135
CONOCIDO,"AGUA, LUZ, SANITARIOS",3.0,10.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,CLINICA,FRANCISCO VILLA,18.1242759223,DIF MUNICIPAL,-94.2838388135
CONOCIDO,"AGUA, LUZ, SANITARIOS",3.0,10.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,CLINICA,LA ESPERANZA,18.1076412787,DIF MUNICIPAL,-94.2608506405
CONOCIDO,"AGUA, LUZ, SANITARIOS",38.0,150.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,ESCUELA,LA ESPERANZA,18.1073329721,ESCUELA PRIMARIA ENRIQUE  REBSAMEN,-94.2617313289
CONOCIDO,"AGUA, LUZ, SANITARIOS",8.0,30.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,SALON,LA ESPERANZA,18.1078541265,CASA EJIDAL,-94.262688497
CONOCIDO,"AGUA, LUZ, SANITARIOS",15.0,60.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,ESCUELA,CINCO DEMAYO,18.0783474512,ESCUELA PRIMARIA IGNACIO ZARAGOZA,-94.3356201051
CONOCIDO,"AGUA, LUZ, SANITARIOS",3.0,10.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,AGENCIA MUNICIPAL,CANGREJERA 1,18.1138972546,AGENCIA MUNICIPAL,-94.3505271973
CALLE ZARAGOZA SIN NUMERO,"AGUA, LUZ, SANITARIOS",15.0,60.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,ESCUELA,CANGREJERA 1,18.1138972546,ESCUELA PRIMARIA EMILIANO ZAPATA,-94.3505271973
CONOCIDO,"AGUA, LUZ, SANITARIOS",5.0,20.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,ESCUELA,MANUEL ALMANZA,18.0967021927,ESCUELA PRIMARIA MIGUEL ALEMAN VALDEZ,-94.3003125089
CONOCIDO,"AGUA, LUZ, SANITARIOS",5.0,20.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,IGLESIA,MANUEL ALMANZA,18.0967021927,IGLESIA PENTECOSTES,-94.3003125089
CONOCIDO,"AGUA, LUZ, SANITARIOS",4.0,15.0,COATZACOALCOS,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,IGLESIA,MANUEL ALMANZA,18.0973280438,IGLESIA DEL 7MO. DIA,-94.3010172247
CONOCIDO,"AGUA, LUZ, SANITARIOS",50.0,200.0,IXHUATLAN DEL SURESTE,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,ESCUELA,BARRAGANTITLAN,18.021397,ESCUELA PRIM Y PRESCOLAR LEANDRO VALLE,-94.448377
CONOCIDO,"AGUA, LUZ, SANITARIOS",38.0,150.0,IXHUATLAN DEL SURESTE,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,ESCUELA,EL TUNEL,18.021211,ESCUELA PRIMARIA NIÑOS HEROES,-94.339518
CONOCIDO,"AGUA, LUZ, SANITARIOS",274.0,1100.0,IXHUATLAN DEL SURESTE,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,ESCUELA,EL ZAPOTAL,17.961648,ESCUELA PRIMARIA MIGUEL ALEMAN VALDEZ,-94.430923
CONOCIDO,"AGUA, LUZ, SANITARIOS",13.0,50.0,IXHUATLAN DEL SURESTE,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,ESCUELA,EL PARAISO,18.011529,ESCUELA PRIMARIA BENITO JUAREZ,-94.438583
CALLE FRANCISCO I. MADERO SIN NUMERO COLONIA LIBERTAD,"AGUA, LUZ, SANITARIOS",250.0,1000.0,IXHUATLAN DEL SURESTE,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,SALON,IXHUATLAN DEL SURESTE,18.022777,SALON LUIS DONALDO COLOSIO,-94.390834
PROLONGACION JUAREZ SIN NUMERO COLONIA SANTA ROSA,"AGUA, LUZ, SANITARIOS",375.0,1500.0,IXHUATLAN DEL SURESTE,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,SALON,IXHUATLAN DEL SURESTE,18.022777,DIF MUNICIPAL,-94.390833
CALLE FRANCISCO I. MADERO SIN NUMERO COLONIA CENTRO,"AGUA, LUZ, SANITARIOS",38.0,150.0,IXHUATLAN DEL SURESTE,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,SALON,IXHUATLAN DEL SURESTE,18.022778,INSTALACIONES DE LA T.M.,-94.390835
CONOCIDO,"AGUA, LUZ, SANITARIOS",500.0,2000.0,IXHUATLAN DEL SURESTE,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,IGLESIA,EL CHAPO,18.049437,IGLESIA (IVEA),-94.347243
CALLE VENUSTIANO CARRANZA COLONIA CENTRO,"AGUA, LUZ, SANITARIOS",88.0,350.0,IXHUATLAN DEL SURESTE,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,IGLESIA,IXHUATLAN DEL SURESTE,18.022778,IGLESIA ADVENTISTA,-94.390833
CALLE HIDALGO COLONIA CENTRO A UN COSTADO DEL PARQUE CENTRAL,"AGUA, LUZ, SANITARIOS",63.0,250.0,IXHUATLAN DEL SURESTE,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,IGLESIA,IXHUATLAN DEL SURESTE,18.022779,IGLESIA CATOLICA,-94.390833
CONOCIDO,"AGUA, LUZ, SANITARIOS",6.0,25.0,MECATLAN,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,SALON,MECATLAN,20.211381,AUDITORIO MUNICIPAL,-97.681359
CONOCIDO,"AGUA, LUZ, SANITARIOS",11.0,45.0,MECAYAPAN,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,SALON,CHAMILPA,18.091916,CASA EJIDAL,-94.855469
CONOCIDO,"AGUA, LUZ, SANITARIOS",10.0,40.0,MECAYAPAN,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,SALON,PLAN AGRARIO,18.286318,AGENCIA MUNICIPAL,-94.816208
CONOCIDO,"AGUA, LUZ, SANITARIOS",10.0,40.0,MECAYAPAN,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,SALON,ENCINO AMARILLO,18.288935,CASA EJIDAL,-94.790748
CONOCIDO,"AGUA, LUZ, SANITARIOS",13.0,50.0,MECAYAPAN,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,SALON,PERLA DEL GOLFO,18.525378,AGENCIA MUNICIPAL,-94.813526
CONOCIDO,"AGUA, LUZ, SANITARIOS",13.0,50.0,MECAYAPAN,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,SALON,ARRECIFES,18.532011,OFICINA EJIDAL,-94.856644
CONOCIDO,"AGUA, LUZ, SANITARIOS",15.0,60.0,MECAYAPAN,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,SALON,NARANJO,18.136649,AGENCIA MUNICIPAL,-94.772188
CONOCIDO,"AGUA, LUZ, SANITARIOS",10.0,40.0,MECAYAPAN,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,SALON,CERRO DE LA PALMA,18.155209,OFICINA EJIDAL,-94.791223
CONOCIDO,"AGUA, LUZ, SANITARIOS",11.0,45.0,MECAYAPAN,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,SALON,HUAZUNTLAN,18.155209,CASA EJIDAL,-94.791223
CONOCIDO,"AGUA, LUZ, SANITARIOS",19.0,75.0,MECAYAPAN,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,SALON,TONALAPA,18.49499,AGENCIA MUNICIPAL,-94.791223
CONOCIDO,"AGUA, LUZ, SANITARIOS",25.0,100.0,MECAYAPAN,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,SALON,MECAYAPAN,18.218027,SALON GANADERA,-94.840478
CONOCIDO,"AGUA, LUZ, SANITARIOS",10.0,40.0,MECAYAPAN,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,LICENCIADO LUIS DE JESUS CASTRO MENDIZABAL,SALON,IXHUAPAN,18.173055,CASA EJIDAL,-94.798838
CALLE MEXICO ESQUINA CHIAPAS COLONIA CHIHUAHUA,"AGUA, LUZ, BAÑOS",100.0,300.0,ACAYUCAN,MINATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,ESCUELA,LA CEIBA DOS (CONDADO),17.9644501,ESCUELA PRIMARIA MEXICO,-94.9232195
"ABASOLO SIN NUMERO, COLONIA BARRIO TAMARINDO","AGUA, LUZ, BAÑOS",300.0,1200.0,ACAYUCAN,MINATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,ESCUELA,ACAYUCAN,17.9458415,ESCUELA C.B.T.I.S. NUMERO 48,-94.9027811
VENUSTIANO CARRANZA ESQUINA JOSE MARIA MORELOS Y PAVON COLONIA BENITO JUAREZ,"AGUA, LUZ, BAÑOS",75.0,300.0,ACAYUCAN,MINATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,ESCUELA,ACAYUCAN,17.9427863,ESCUELA SECUNDARIA DE TRABAJADORES,-94.9212862
RIVA PALACIOS SIN NUMERO COLONIA BARRIO NUEVO,"AGUA, LUZ, BAÑOS",5.0,1000.0,ACAYUCAN,MINATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,ESCUELA,ACAYUCAN,17.9413068,ESCUELA SECUNDARIA ACAYUCAN,-94.9146631
COLONIA NUEVA DEL RIO,"AGUA, LUZ, BAÑOS",21.0,84.0,AGUA DULCE,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,ESCUELA,AGUA DULCE,18.1326503,ESCUELA PRIMARIA CUAUHTEMOC,-94.1476248
AVENIDA FERROCARRIL COLONIA CENTRO,"AGUA, LUZ, BAÑOS",8.0,35.0,AGUA DULCE,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,SALON,AGUA DULCE,18.1448704,RESP. LOG. HIJOS DEL SILENCIO,-94.1412107
AVENIDA LOS PINOS COLONIA ALBORADA,"AGUA, LUZ, BAÑOS",47.0,190.0,AGUA DULCE,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,ESCUELA,AGUA DULCE,18.1177013,ESCUELA GRAL AGUA DULCE NUMERO 2,-94.1524607
BOULEVARD LAZARO CARDENAS,"AGUA, LUZ, BAÑOS",25.0,100.0,AGUA DULCE,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,IGLESIA,AGUA DULCE,18.1237801,CAPILLA SAN JUDAS TADEO,-94.1560164
"PROL. BLASILLO, EJIDO EL BU","AGUA, LUZ, BAÑOS",12.0,50.0,AGUA DULCE,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,ESCUELA,AGUA DULCE,18.1369174,ESCUELA PRIMARIA JOSEFA ORTIZ DE DOMINGUEZ,-94.1609232
CALLE REVOLUCION,"AGUA, LUZ, BAÑOS",15.0,60.0,AGUA DULCE,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,IGLESIA,AGUA DULCE,18.1327726,IGLESIA NACIONAL PRESBISTERIANA,-94.1663684
"CALLE INSURGENTES, COLONIA EMILIANO","AGUA, LUZ, BAÑOS",50.0,200.0,AGUA DULCE,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,ESCUELA,AGUA DULCE,18.1408778,ESCUELA PRIMARIA AMADO NERVO,-94.1500131
"CALLE ALLENDE, COLONIA ALLENDE","AGUA, LUZ, BAÑOS",8.0,35.0,AGUA DULCE,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,IGLESIA,AGUA DULCE,18.1473734,CAPILLA SAN MARCOS,-94.1366708
COLONIA FACTORIA PEMEX,"AGUA, LUZ, BAÑOS",60.0,240.0,AGUA DULCE,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,SALON,AGUA DULCE,18.1373341,CLUB TO-VEN-VU,-94.1365397
CALLE RUIZ CORTINEZ NUMERO 7,"AGUA, LUZ, BAÑOS",35.0,141.0,AGUA DULCE,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,SALON,AGUA DULCE,18.1357322,SALON DE EVENTOS MARIA TERESA,-94.1323233
COMUNIDAD TONALA,"AGUA, LUZ, BAÑOS",5.0,20.0,AGUA DULCE,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,SALON,TONALA,18.2084945,REFUGIO PURIFICADORA TONALA,-94.1390997
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",6.0,25.0,CHINAMECA,MINATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,ESCUELA,CONGREGACION DE ATEPONTA,18.0811111111,JARDIN DE NIÑOS RAFAEL RUEDA,-94.6708333333
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",6.0,25.0,CHINAMECA,MINATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,ESCUELA,CONGREGACION DE ATEPONTA,18.0811177406,ESCUELA PRIMARIA LAZARO CARDENAS,-94.6704679798
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",8.0,30.0,CHINAMECA,MINATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,ESCUELA,CONGREGACION DE ATEPONTA,18.080630422,TELESECUNDARIA RUBEN DARIO,-94.6710786697
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",8.0,30.0,CHINAMECA,MINATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,CASA EJIDAL,CONGREGACION ZUÑIGA,18.0408333333,CASA EJIDAL,-94.7980555556
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",5.0,20.0,CHINAMECA,MINATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,ESCUELA,CONGREGACION ZUÑIGA,18.0409546403,JARDIN DE NIÑOS QUETZALCOALT,-94.7974991331
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",6.0,25.0,CHINAMECA,MINATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,ESCUELA,CONGREGACION ZUÑIGA,18.041259564,ESCUELA PRIMARIA MAGDALENA VELAZCOS,-94.7983524574
CALLE TRANSISMICA SIN NUMERO,"AGUA, LUZ, SANITARIOS",5.0,20.0,CHINAMECA,MINATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,ESCUELA,CONGREGACION RANCHO NUEVO,18.0658333333,ESCUELA PRIMARIA AMERICA,-94.7877777778
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",8.0,30.0,CHINAMECA,MINATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,ESCUELA,CONGREAGACION RANCHO VIEJO,18.0305555556,JARDIN DE NIÑOS ANSELMORAMIREZ,-94.7633333333
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",6.0,25.0,CHINAMECA,MINATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,ESCUELA,CONGREGACION SAN JOSETILAPA,18.0538888889,JARDIN DE NIÑOS NUEVA CREACION,-94.7486111111
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",16.0,64.0,CHINAMECA,MINATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,ESCUELA,CONGREGACION SAN JOSETILAPA,18.0542038734,ESCUELA PRIMARIA NICOLAS BRAVO,-94.7480986048
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",14.0,55.0,CHINAMECA,MINATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,ESCUELA,CONGREGACION AGUA FRIA,18.0538888889,JARDIN DE NIÑOS LEONA VICARIO,-94.7413888889
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",4.0,15.0,CHINAMECA,MINATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,ESCUELA,CONGREGACION AGUA FRIA,18.0544461316,ESCUELA PRIMARIA ADOLFO LOPEZ MATEOS,-94.740908675
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",6.0,25.0,CHINAMECA,MINATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,ESCUELA,CONGREGACION AGUA FRIA,18.0543567569,TELESE GUADALUPE VICTORIA,-94.7420483089
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",19.0,75.0,CHINAMECA,MINATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,ESCUELA,CONGREGACION LA PALMA,18.045,JARDIN DE NIÑOS MOCTEZUMA,-94.7136111111
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",55.0,220.0,CHINAMECA,MINATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,ESCUELA,CONGREGACION CHACALAPA,18.0780555556,ESCUELA PRIMARIA MANUEL PANFILO H.,-94.7030555556
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",34.0,137.0,CHINAMECA,MINATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,ESCUELA,CONGREGACION CHACALAPA,18.0779274896,JARDIN DE NIÑOS CELESTIN FREINET,-94.7023216454
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",18.0,70.0,CHINAMECA,MINATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,ESCUELA,CONGREGACION CHACALAPA,18.0792984057,JARDIN DE NIÑOS ESTAFANIA CASTAÑEDA,-94.7021684704
CALLE 24 DE JUNIO SIN NUMERO,"AGUA, LUZ, SANITARIOS",13.0,50.0,CHINAMECA,MINATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,ESCUELA,CONGREGACION CHACALAPA,18.0789736949,ESCUELA PRIMARIA JOSEMARIA M. Y PAVON,-94.7030146133
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",48.0,190.0,CHINAMECA,MINATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,ESCUELA,CONGREGACION CHAPOPOTE,18.0755555556,TELESE LICENCIADO FERNANDO LOPEZ,-94.6508333333
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",25.0,100.0,CHINAMECA,MINATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,ESCUELA,CONGREGACION CERRITOS,18.0797222222,ESCUELA PRIMARIA MI PATRIA,-94.6155555556
DOMICILIO CONOCIDO,"AGUA, LUZ, SANITARIOS",13.0,50.0,CHINAMECA,MINATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE,PROFESOR GUILLERMO HERNANDEZ URBINA,ESCUELA,CONGREGACION CERRITOS,18.0793954625,JARDIN DE NIÑOS JUSTO SIERRA,-94.6149946463
